"Longitude","Latitude","Accident_Severity","Weather_Conditions","Light_Conditions","Road_Surface_Conditions","Speed_limit","Urban_or_Rural_Area","Number_of_Casualties","Number_of_Vehicles","Day_of_Week","Month","TimeOfDay","Cluster","DistanceToCenter"
-0.206169,51.569236,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"czwartek","01","Evening",1,8986.50070716462
-0.195985,51.545789,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",3,2,"czwartek","01","Evening",1,6406.75214545498
-0.288147,51.468844,"0","Snowing no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,10685.887657062
-0.223165,51.503399,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",2,2,"czwartek","01","Afternoon",1,5653.93038263279
-0.043937,51.354682,"0","Snowing no high winds","Darkness - lights lit","Snow",30,"Urban",2,2,"czwartek","01","Evening",1,17455.9947725584
0.149595,51.472607,"0","Fine no high winds","Darkness - lights lit","Frost or ice",30,"Urban",2,2,"piątek","01","Night",1,20418.2008822295
-0.10394,51.546496,"0","Other","Darkness - lights lit","Wet or damp",20,"Urban",2,2,"piątek","01","Night",1,5892.25845375875
-0.200247,51.492618,"0","Other","Darkness - lights lit","Wet or damp",30,"Urban",4,2,"piątek","01","Night",1,4110.28719076065
-0.146469,51.497266,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"piątek","01","Night",1,379.75401354188
0.042903,51.437374,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"czwartek","01","Morning",1,14539.9701456608
-0.305197,51.408932,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,1,"piątek","01","Morning",1,15137.8615804829
-0.0705,51.392443,"0","Snowing no high winds","Daylight","Snow",30,"Urban",1,1,"piątek","01","Morning",1,12865.6698173403
-0.118505,51.364537,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,15068.7076112523
-0.353438,51.470948,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,1,"piątek","01","Morning",1,14997.8615578995
-0.294846,51.571007,"0","Fine no high winds","Daylight","Wet or damp",20,"Urban",1,3,"piątek","01","Morning",1,13276.3225445238
0.236992,51.572414,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,27473.0336337682
-0.105765,51.387803,"0","Fine no high winds","Daylight","Wet or damp",20,"Urban",1,1,"piątek","01","Morning",1,12641.9005109699
-0.073314,51.51695,"0","Snowing no high winds","Daylight","Wet or damp",30,"Urban",1,2,"piątek","01","Morning",1,5147.81800280801
-0.159251,51.498277,"0","Other","Daylight","Wet or damp",30,"Urban",1,1,"piątek","01","Morning",1,1208.47952812839
-0.097325,51.528763,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,2,"piątek","01","Morning",1,4518.05378671709
-0.258714,51.621553,"0","Other","Darkness - lights lit","Wet or damp",40,"Urban",1,1,"czwartek","01","Evening",1,15848.0842862758
0.093946,51.527752,"0","Snowing no high winds","Daylight","Wet or damp",30,"Urban",1,2,"piątek","01","Morning",1,16644.504774569
-0.169916,51.519756,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"piątek","01","Afternoon",1,3009.38394665874
-0.30411,51.407208,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,15210.0909625285
-0.363007,51.469104,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",2,1,"środa","01","Afternoon",1,15689.8740953727
-0.191607,51.536189,"0","Fine no high winds","Darkness - lights unlit","Dry",20,"Urban",1,1,"piątek","01","Afternoon",1,5376.31385645251
-0.098261,51.55126,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,1,"piątek","01","Afternoon",1,6543.27453671339
-0.069319,51.614813,"0","Fine no high winds","Darkness - lights lit","Wet or damp",50,"Urban",2,3,"wtorek","01","Afternoon",1,13823.4598448857
-0.280041,51.584729,"0","Fine + high winds","Daylight","Dry",30,"Urban",1,2,"piątek","01","Afternoon",1,13503.600072923
-0.069621,51.450882,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"piątek","01","Afternoon",1,7343.09627492656
-0.238362,51.576288,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"piątek","01","Afternoon",1,10883.2065427519
-0.107839,51.487297,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"piątek","01","Afternoon",1,2700.44412789148
0.016462,51.542599,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"piątek","01","Afternoon",1,11987.4643336912
0.123442,51.448983,"0","Fine no high winds","Daylight","Dry",50,"Urban",1,2,"piątek","01","Afternoon",1,19223.5804266879
-0.221527,51.519561,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"piątek","01","Afternoon",1,5970.14731231641
-0.167536,51.51801,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"piątek","01","Evening",1,2754.51864356295
-0.241309,51.533618,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"piątek","01","Afternoon",1,7887.15611632542
-0.140107,51.51551,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"piątek","01","Afternoon",1,1829.05341058364
-0.186237,51.529812,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"piątek","01","Afternoon",1,4596.25206992538
-0.405782,51.472841,"0","Fine no high winds","Darkness - lights lit","Dry",40,"Urban",2,2,"piątek","01","Afternoon",1,18526.8940330443
0.181725,51.530288,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",4,2,"piątek","01","Afternoon",1,22683.8616948447
-0.163931,51.424789,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"piątek","01","Afternoon",1,8414.37001195461
-0.192439,51.475142,"0","Other","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"piątek","01","Afternoon",1,4405.91124966706
-0.068773,51.382253,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",3,2,"piątek","01","Afternoon",1,13962.7714192569
-0.266061,51.622111,"0","Other","Daylight","Dry",50,"Urban",1,2,"piątek","01","Afternoon",1,16166.0129060769
0.054593,51.492656,"0","Fine no high winds","Daylight","Dry",30,"Urban",2,2,"piątek","01","Afternoon",1,13634.3332500437
-0.204537,51.49709,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"piątek","01","Afternoon",1,4349.09332614835
-0.146197,51.464888,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,2,"piątek","01","Afternoon",1,3822.03945271877
-0.177393,51.375629,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"piątek","01","Afternoon",1,13965.8223668689
-0.274661,51.559112,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"piątek","01","Evening",1,11365.9009169421
-0.098733,51.494973,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"piątek","01","Afternoon",1,3024.50509841048
-0.048427,51.411232,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"piątek","01","Evening",1,11735.3875727198
-0.207491,51.469528,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"piątek","01","Afternoon",1,5616.48243874059
0.110604,51.566841,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"piątek","01","Evening",1,19039.1843370399
-0.128811,51.632773,"0","Fine + high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"piątek","01","Evening",1,14906.0458990362
-0.073635,51.417045,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"piątek","01","Evening",1,10289.0622847153
-0.02403,51.386723,"0","Fine no high winds","Darkness - lights lit","Frost or ice",30,"Urban",1,1,"sobota","01","Night",1,14946.0253381503
-0.101782,51.383332,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,13185.651698764
0.14128,51.580944,"0","Fine no high winds","Darkness - lights lit","Dry",50,"Urban",1,2,"piątek","01","Evening",1,21617.0367094572
0.039926,51.509369,"0","Other","Darkness - lights lit","Dry",30,"Urban",1,2,"piątek","01","Evening",1,12648.1667233286
0.072112,51.370585,"0","Fine no high winds","Darkness - lights lit","Frost or ice",30,"Urban",1,3,"piątek","01","Evening",1,20620.8854568372
-0.11054,51.428887,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,8114.06784886099
-0.085875,51.574888,"0","Fine no high winds","Darkness - lights lit","Frost or ice",30,"Urban",1,2,"sobota","01","Night",1,9283.19471900337
-0.074796,51.526237,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,1,"sobota","01","Night",1,5541.16073148844
0.072345,51.52193,"0","Fine no high winds","Daylight","Dry",30,"Urban",2,3,"piątek","01","Morning",1,15056.610467064
-0.094264,51.474307,"0","Unknown","Darkness - lights unlit","Data missing or out of range",20,"Urban",1,2,"niedziela","01","Evening",1,4302.83124286237
-0.215462,51.556698,"0","Fine no high winds","Daylight","Dry",30,"Urban",3,1,"wtorek","01","Afternoon",1,8189.50335342745
-0.350393,51.527378,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",3,3,"piątek","01","Morning",1,14785.0007151463
-0.064532,51.441895,"0","Fine no high winds","Darkness - lights lit","Data missing or out of range",30,"Urban",2,1,"środa","01","Evening",1,8326.48381504808
-0.308245,51.337934,"0","Fine no high winds","Daylight","Wet or damp",60,"Rural",2,2,"sobota","01","Morning",1,21338.9613131916
0.177616,51.480453,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,2,"sobota","01","Morning",1,22241.5665985314
-0.105421,51.403085,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,4,"sobota","01","Morning",1,10984.9878078935
-0.165545,51.406019,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,1,"sobota","01","Morning",1,10492.8714678285
0.113196,51.386037,"0","Unknown","Darkness - lights lit","Data missing or out of range",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,21717.5951208293
-0.221858,51.503649,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"sobota","01","Morning",1,5566.12718598487
-0.156701,51.515053,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"sobota","01","Afternoon",1,2050.4177423042
-0.245948,51.506709,"0","Unknown","Daylight","Dry",30,"Urban",1,2,"piątek","01","Afternoon",1,7261.66389889999
-0.201907,51.498039,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"sobota","01","Morning",1,4162.66432804162
-0.274319,51.606226,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"sobota","01","Morning",1,15040.7625705144
-0.088716,51.534648,"0","Fine no high winds","Daylight","Wet or damp",20,"Urban",1,1,"sobota","01","Afternoon",1,5403.75749365805
0.041076,51.599546,"0","Fine no high winds","Daylight","Dry",30,"Urban",2,3,"wtorek","01","Morning",1,16892.538902613
-0.013642,51.457321,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,1,"sobota","01","Morning",1,10033.7162451659
-0.2336,51.598608,"0","Fine no high winds","Daylight","Wet or damp",50,"Urban",1,1,"sobota","01","Morning",1,12766.7770879912
0.025239,51.473922,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",2,4,"piątek","01","Evening",1,11918.0641288144
-0.16594,51.607911,"0","Other","Daylight","Dry",30,"Urban",2,3,"sobota","01","Afternoon",1,12225.1326849643
-0.226666,51.502283,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"sobota","01","Afternoon",1,5887.03444128723
-0.072212,51.584017,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"sobota","01","Afternoon",1,10610.365404633
0.143656,51.484137,"0","Other","Daylight","Dry",30,"Urban",1,1,"sobota","01","Afternoon",1,19859.7658259222
-0.017236,51.570241,"0","Other","Daylight","Wet or damp",30,"Urban",1,2,"sobota","01","Afternoon",1,11711.734282365
-0.151614,51.466233,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"sobota","01","Afternoon",1,3722.36760850012
-0.20861,51.521792,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"sobota","01","Afternoon",1,5268.37823436378
-0.165573,51.520228,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"sobota","01","Evening",1,2867.32023587746
-0.179148,51.487077,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",2,2,"sobota","01","Afternoon",1,2910.89408502024
-0.286281,51.553167,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Evening",1,11672.3601785106
-0.483978,51.494291,"0","Fine no high winds","Darkness - lights lit","Wet or damp",70,"Rural",1,2,"piątek","01","Evening",1,23715.543849239
-0.259436,51.621564,"0","Fine no high winds","Daylight","Wet or damp",50,"Urban",1,2,"sobota","01","Afternoon",1,15874.6895804951
-0.113763,51.465899,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,3,"sobota","01","Evening",1,4179.48278766912
0.259934,51.543197,"0","Fine no high winds","Daylight","Wet or damp",40,"Rural",3,2,"sobota","01","Afternoon",1,28260.1835231787
-0.173583,51.482134,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"sobota","01","Afternoon",1,2899.46086578011
-0.192046,51.474147,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Afternoon",1,4452.58613081215
-0.099381,51.579784,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Evening",1,9449.43052208968
-0.044074,51.529955,"0","Other","Darkness - lights lit","Dry",20,"Urban",2,2,"sobota","01","Evening",1,7594.73119916161
-0.220132,51.485098,"0","Other","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Evening",1,5644.68120642802
0.009113,51.542725,"0","Fine no high winds","Darkness - lights lit","Frost or ice",30,"Urban",1,2,"sobota","01","Night",1,11529.4914666835
-0.162149,51.419006,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"sobota","01","Evening",1,9028.08162907209
-0.192972,51.476229,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Evening",1,4363.59314873784
-0.025917,51.533068,"0","Fine no high winds","Darkness - lights lit","Frost or ice",20,"Urban",1,2,"sobota","01","Night",1,8876.92105284097
-0.085612,51.450515,"0","Other","Darkness - lighting unknown","Wet or damp",30,"Urban",1,2,"sobota","01","Evening",1,6669.57444355646
-0.077405,51.378618,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",2,1,"sobota","01","Evening",1,14139.8646666516
-0.115963,51.524298,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"sobota","01","Evening",1,3328.43450360348
0.186878,51.565625,"0","Other","Darkness - lights lit","Wet or damp",30,"Urban",2,2,"sobota","01","Evening",1,23938.7015620789
-0.110964,51.460459,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Evening",1,4807.02581393175
-0.161906,51.464506,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Evening",1,4095.60756586245
-0.035143,51.566586,"1","Unknown","Darkness - lights lit","Frost or ice",30,"Urban",2,1,"niedziela","01","Night",1,10536.9557956118
0.129696,51.56164,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"sobota","01","Afternoon",1,20052.7225988178
-0.263011,51.508941,"0","Unknown","Daylight","Dry",30,"Urban",1,1,"sobota","01","Morning",1,8465.40411514146
0.009788,51.456562,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Morning",1,11532.1793925941
-0.064696,51.52643,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,2,"niedziela","01","Morning",1,6150.32513360608
-0.205987,51.482185,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",3,1,"niedziela","01","Morning",1,4827.56500367646
-0.136634,51.522919,"0","Other","Darkness - lights lit","Frost or ice",30,"Urban",1,2,"sobota","01","Evening",1,2674.42673953942
-0.055614,51.479068,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"niedziela","01","Morning",1,6381.39689089682
-0.176987,51.501521,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"niedziela","01","Morning",1,2448.56758724189
-0.016951,51.450722,"0","Snowing no high winds","Darkness - lights lit","Snow",30,"Urban",3,2,"czwartek","01","Afternoon",1,10199.762955034
-0.111911,51.461913,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"niedziela","01","Afternoon",1,4632.87464508584
-0.073771,51.417227,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"niedziela","01","Morning",1,10266.7293201335
-0.167818,51.493015,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"niedziela","01","Afternoon",1,1922.60734484587
-0.329902,51.531854,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,1,"niedziela","01","Afternoon",1,13526.3774037956
-0.126291,51.504499,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"niedziela","01","Afternoon",1,1234.40359650003
-0.378682,51.571115,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"niedziela","01","Afternoon",1,18252.2111047611
-0.007688,51.511357,"0","Fine no high winds","Darkness - lights lit","Dry",40,"Urban",1,1,"piątek","01","Evening",1,9396.44670065448
-0.004476,51.541968,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"niedziela","01","Afternoon",1,10645.1340949148
-0.160199,51.492626,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Afternoon",1,1461.66069712623
-0.079967,51.461574,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"niedziela","01","Evening",1,5989.98361551358
-0.074417,51.559143,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"niedziela","01","Afternoon",1,8152.91724259049
-0.449718,51.480804,"0","Unknown","Darkness - lights lit","Dry",30,"Urban",1,2,"niedziela","01","Night",1,21435.4477474868
0.251901,51.555771,"0","Fine no high winds","Daylight","Wet or damp",60,"Rural",1,2,"sobota","01","Afternoon",1,27990.4935846289
0.230547,51.599965,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",2,2,"sobota","01","Evening",1,28117.7065646187
-0.078076,51.5271,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",4,2,"niedziela","01","Evening",1,5406.79044959554
0.165179,51.543185,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Evening",1,21826.0959600657
-0.129677,51.42173,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",2,3,"sobota","01","Evening",1,8655.92267590505
0.079581,51.392754,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Evening",1,19396.8884178401
-0.214311,51.575025,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Afternoon",1,9826.9344349966
-0.130381,51.615713,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Evening",1,13003.8529181825
-0.17339,51.461718,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Night",1,4701.93290721828
0.062502,51.533794,"0","Other","Darkness - lights lit","Wet or damp",30,"Urban",2,2,"niedziela","01","Evening",1,14673.9762233053
-0.17148,51.649722,"0","Unknown","Daylight","Dry",20,"Urban",1,1,"piątek","01","Morning",1,16890.1422888213
-0.031284,51.442061,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"niedziela","01","Morning",1,9956.75089463575
-0.076255,51.40261,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"niedziela","01","Morning",1,11667.3860956117
-0.160671,51.520241,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",3,2,"niedziela","01","Morning",1,2688.48348670872
0.086868,51.565288,"0","Unknown","Darkness - lights lit","Data missing or out of range",30,"Urban",1,2,"niedziela","01","Afternoon",1,17468.5961355743
-0.060662,51.624742,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Morning",1,15071.4777235039
0.056858,51.533354,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Night",1,14284.0586395967
-0.070979,51.473297,"0","Raining no high winds","Darkness - lights unlit","Wet or damp",20,"Urban",1,1,"poniedziałek","01","Morning",1,5692.57212750147
-0.016566,51.452964,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",2,2,"poniedziałek","01","Afternoon",1,10092.9588487506
-0.427131,51.496869,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Morning",1,19770.8242476031
-0.068268,51.605534,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Morning",1,12895.3098848054
0.045049,51.591563,"0","Raining no high winds","Daylight","Wet or damp",40,"Urban",1,3,"poniedziałek","01","Morning",1,16533.2396830655
-0.063571,51.617506,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Morning",1,14249.6116084252
-0.083429,51.588427,"0","Fine no high winds","Daylight","Wet or damp",20,"Urban",1,2,"niedziela","01","Morning",1,10733.6709847551
-0.087777,51.52609,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"czwartek","01","Morning",1,4801.82978827381
-0.047766,51.473991,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,2,"poniedziałek","01","Morning",1,7097.12547369109
-0.298703,51.537251,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Night",1,11664.1900739317
-0.089052,51.554167,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Morning",1,7136.82871647899
-0.076468,51.541282,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,1,"poniedziałek","01","Morning",1,6523.22594002912
-0.048675,51.513395,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,2,"poniedziałek","01","Morning",1,6649.75502501001
-0.020666,51.481271,"0","Raining no high winds","Darkness - lighting unknown","Wet or damp",20,"Urban",1,2,"poniedziałek","01","Morning",1,8632.31187718072
-0.177737,51.453782,"0","Raining no high winds","Daylight","Wet or damp",40,"Urban",2,2,"poniedziałek","01","Morning",1,5626.1426114284
-0.128477,51.507412,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,1,"poniedziałek","01","Morning",1,1309.00445718672
-0.02413,51.444458,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,1,"poniedziałek","01","Morning",1,10181.7984455281
-0.420252,51.50415,"0","Snowing no high winds","Daylight","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Morning",1,19299.118169227
-0.098285,51.363671,"0","Fine no high winds","Darkness - lighting unknown","Dry",30,"Urban",1,3,"czwartek","01","Evening",1,15378.0099963472
0.102244,51.37913,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",2,2,"poniedziałek","01","Morning",1,21571.4242577998
-0.089715,51.36596,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",2,2,"niedziela","01","Evening",1,15258.2825002715
-0.215739,51.556972,"0","Unknown","Daylight","Data missing or out of range",30,"Urban",1,1,"niedziela","01","Afternoon",1,8225.30833126632
-0.063685,51.587653,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,1,"poniedziałek","01","Morning",1,11244.3170661304
-0.157559,51.497351,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,3,"poniedziałek","01","Morning",1,1105.22272323772
-0.413508,51.573839,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",2,2,"niedziela","01","Evening",1,20566.4633472094
-0.058806,51.41743,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,2,"środa","01","Evening",1,10764.6005207809
-0.213528,51.455052,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Evening",1,6981.95808159165
-0.159982,51.512317,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,1932.72808871037
-0.133978,51.489154,"0","Raining no high winds","Darkness - lights lit","Data missing or out of range",30,"Urban",1,1,"czwartek","01","Afternoon",1,1236.33811264157
-0.122676,51.490772,"0","Raining no high winds","Daylight","Wet or damp",30,"Rural",3,2,"poniedziałek","01","Afternoon",1,1622.13676807966
-0.211295,51.471654,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,5701.72394848729
-0.069884,51.47193,"0","Raining no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"poniedziałek","01","Night",1,5835.72820557174
-0.170197,51.51994,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,3037.59348354404
-0.010306,51.461221,"0","Other","Daylight","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Afternoon",1,10049.0180540113
-0.161622,51.485904,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,2009.5281550361
-0.121443,51.604779,"0","Other","Darkness - lights lit","Dry",20,"Urban",2,2,"poniedziałek","01","Evening",1,11847.0090584772
0.022708,51.459038,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"poniedziałek","01","Evening",1,12251.0363352936
0.135437,51.539414,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",2,3,"poniedziałek","01","Afternoon",1,19725.202924728
-0.0055,51.47238,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,3,"poniedziałek","01","Afternoon",1,9910.22288514033
-0.018852,51.446707,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Evening",1,10333.9770744937
0.014395,51.410799,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",2,2,"poniedziałek","01","Evening",1,14633.6561472276
0.147862,51.542964,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"poniedziałek","01","Evening",1,20653.2915322388
-0.119894,51.516357,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,2,"wtorek","01","Night",1,2449.68400595572
-0.198156,51.541955,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"wtorek","01","Night",1,6159.94308066187
-0.109919,51.59713,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",2,2,"poniedziałek","01","Evening",1,11132.7444008698
-0.059875,51.66007,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",2,2,"poniedziałek","01","Evening",1,18793.622351395
-0.125095,51.523095,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"poniedziałek","01","Evening",1,2911.23438252751
-0.119894,51.516357,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,1,"poniedziałek","01","Evening",1,2449.68400595572
-0.209675,51.586465,"0","Raining no high winds","Daylight","Wet or damp",40,"Urban",1,2,"poniedziałek","01","Morning",1,10797.6818168775
-0.134702,51.52082,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,2,"wtorek","01","Night",1,2466.53856347364
